e, e_dot, e_int, stamp, 
0.7854168246799728, 4.5761932170992455e-08, 0.07167366745060152, 1761164513007284193, 
0.7801077188058216, -0.02564862572773552, 0.09415665439544711, 1761164513076281995, 
0.7691271685647715, -0.11734352136796705, 0.08475937709720005, 1761164513116198996, 
0.7515101026544712, -0.20947705100538594, 0.06884960133083588, 1761164513166056744, 
0.7306653388994688, -0.25680929892783433, 0.07491993488825696, 1761164513216034444, 
0.6994366348732075, -0.34244448380661097, 0.07355751837106977, 1761164513267207887, 
0.6656473826032232, -0.4290904382007749, 0.0706143883886652, 1761164513317116744, 
0.5747168912139, -0.5041898021651017, 0.10263870300500279, 1761164513425943821, 
0.504610837826436, -0.5377406998560966, 0.11573588667554377, 1761164513516092453, 
0.4271664037260269, -0.5168395849019894, 0.0955897277554408, 1761164513616299148, 
0.35411983184500667, -0.5026526655743071, 0.0855442029364273, 1761164513715667220, 
0.2853078167461093, -0.45233116368511395, 0.07466842479645157, 1761164513826318390, 
0.23796445139663747, -0.38330360377658534, 0.058583999876082614, 1761164513915979030, 
0.193344200087898, -0.32522502746374954, 0.045227583214577136, 1761164514015656419, 
0.15772833497196015, -0.2668028427770213, 0.03939485314694607, 1761164514116619333, 
0.12534604631147295, -0.2160895845348222, 0.03343586436416641, 1761164514226201509, 
0.10165500953878581, -0.18512153842400583, 0.025744992944384613, 1761164514317370772, 
0.08205920660140897, -0.15261947171376777, 0.019587993937318224, 1761164514416339126, 
0.06507251138037085, -0.12299911754828578, 0.016445440827065477, 1761164514515678467, 
0.04839671497912035, -0.10733521257155974, 0.01367190274679045, 1761164514626107637, 
0.04007186015958175, -0.0808235575595861, 0.01031024797996114, 1761164514717127764, 
0.031126228873696205, -0.060596054971536695, 0.0075766009988476974, 1761164514816164414, 
0.024258862899274147, -0.05299221627597824, 0.006334232441092636, 1761164514916198622, 
0.021168212429769073, -0.03225958013476424, 0.005356436659933819, 1761164515026074491, 
0.01867247851925735, -0.018626349354243576, 0.0042692580320116405, 1761164515116009281, 
0.015503129003797134, -0.02025475655704845, 0.003430128402333334, 1761164515212010070, 
0.012668419350868265, -0.019973377432690342, 0.0031441004273704935, 1761164515317364756, 
0.011150787880618407, -0.013626721538492504, 0.0028044695183833666, 1761164515425970108, 
0.010100120153506142, -0.008547121933774326, 0.0022460902366985757, 1761164515516020544, 
0.00802091534530358, -0.011108180149399979, 0.0018154053015016949, 1761164515612026707, 
0.009031392046349396, -0.003869020705274619, 0.0017789528270727264, 1761164515712572343, 
0.009428907353888016, 0.004558318016344156, 0.0018554886942054032, 1761164515822231040, 
0.009374322149008019, 0.0010222747264661712, 0.0019247342785288495, 1761164515920019131, 
0.010104471857341313, 0.002488603992534604, 0.0018191008826114769, 1761164516011014734, 
0.010018654847474329, 0.002393108100041779, 0.0018936563569889489, 1761164516112611009, 
0.01068322189879689, 0.001762619951451179, 0.0021560696122157655, 1761164516220978236, 
0.010589762691733728, 0.001732801648288441, 0.002173887163403074, 1761164516321026471, 
0.009967757051408177, -0.0026108555575138303, 0.001980814631418108, 1761164516411192795, 
0.010083287771901372, -0.0019192027158610205, 0.001955256121892746, 1761164516512462952, 
0.010778080902818288, 0.0025161578419887446, 0.0021549750434197872, 1761164516620894659, 
0.011728033455144837, 0.0052980767274751935, 0.0022657046939770263, 1761164516721031187, 
0.01175461401509137, 0.003260677336668563, 0.0021709921744980155, 1761164516810995011, 
0.012022752983372742, 0.0009335786344311314, 0.0023314439893617335, 1761164516918024655, 
0.012585336939215264, 0.0025721059888895513, 0.0026058683429926715, 1761164517025984662, 
0.012505934351868642, 0.0014430937187505783, 0.0024496517774253304, 1761164517116034854, 
0.013373546396937774, 0.0025984667145952556, 0.0024365951491971127, 1761164517216022881, 
0.011677115495532742, -0.0029678433411851313, 0.002459731952285192, 1761164517312516873, 
0.011980689292757973, -0.0049712444663194836, 0.002596167010070336, 1761164517426344697, 
0.01217558783990158, 0.001612220292015574, 0.0024325503243989377, 1761164517516171912, 
0.01293358346939455, 0.0032528999920370277, 0.002345415797356336, 1761164517616052808, 
0.013286511560795855, 0.0037514221983330274, 0.002510702021939937, 1761164517712342562, 
0.013244867368452762, 0.0010999260203266826, 0.0027655650825648085, 1761164517826282205, 
0.014998317141846518, 0.0063894244712272815, 0.002819931481790799, 1761164517916047266, 
0.015588624512366644, 0.00847918288694939, 0.002772406731403044, 1761164518016035272, 
0.016421097756975978, 0.004857550340343515, 0.0030714771843195305, 1761164518112065472, 
0.017092280607424626, 0.004830221351520465, 0.0034587149667443867, 1761164518227353432, 
0.017674595470723364, 0.004128964204308625, 0.003480552591537805, 1761164518316052014, 
0.017680036536855348, 0.002206510154036976, 0.0032981785921366922, 1761164518416011549, 
0.017365405332952055, -0.0010628915748221595, 0.0034615077816889306, 1761164518513026900, 
0.017884487329471677, 0.0007794005470808204, 0.0033525637193064094, 1761164518606030529, 
0.01917123423467526, 0.005758708827366392, 0.0036830537796750497, 1761164518716057634, 
0.02005163489188655, 0.006834031997685221, 0.0039973237184213585, 1761164518816020483, 
