x, y, theta, stamp, 
-2.1052628085271863e-08, 2.3942382298969278e-08, -1.4228931209173634e-05, 1761166105483426000, 
-2.1052628085271863e-08, 2.3942382298969278e-08, -1.4228925752067185e-05, 1761166105533298175, 
-6.315805478607217e-08, 7.182723038567929e-08, -1.4442773333869513e-05, 1761166105630336810, 
-6.315805478607217e-08, 7.182723038567929e-08, -1.4442777881458493e-05, 1761166105673745149, 
-8.421076813647232e-08, 9.576966419899691e-08, -1.4580447952140236e-05, 1761166105723404184, 
-8.421076813647232e-08, 9.576966419899691e-08, -1.4580442495033461e-05, 1761166105772937840, 
0.0010078061604872346, -0.00021547620417550206, 0.008134945662466605, 1761166105834274219, 
0.0092495521530509, 5.5193217121995986e-05, 0.042680020959539336, 1761166105933401673, 
0.02294353023171425, 0.0008189229993149638, 0.09946700276434443, 1761166106030348008, 
0.04090817645192146, 0.003035584231838584, 0.1799067904459672, 1761166106123309250, 
0.06291224807500839, 0.007512655109167099, 0.281420114375086, 1761166106224210665, 
0.08528789132833481, 0.014753316529095173, 0.38841082822014694, 1761166106333322949, 
0.10379895567893982, 0.02279552072286606, 0.4728372644345381, 1761166106430310081, 
0.12133541703224182, 0.03247331082820892, 0.5472374701360664, 1761166106523580218, 
0.13857221603393555, 0.04400714114308357, 0.6123546587869335, 1761166106620944151, 
0.15754926204681396, 0.058403030037879944, 0.6679554906501959, 1761166106733397848, 
0.1733553409576416, 0.07141421735286713, 0.7017958581067546, 1761166106831407230, 
0.188010573387146, 0.08437138795852661, 0.7289167422640734, 1761166106924326792, 
0.203495055437088, 0.09857878088951111, 0.7489084657610335, 1761166107020656262, 
0.22106331586837769, 0.11511622369289398, 0.7677746407612308, 1761166107132927167, 
0.23563748598098755, 0.12920522689819336, 0.7806463915370433, 1761166107231344063, 
0.24988514184951782, 0.14355961978435516, 0.7915288675215059, 1761166107324324577, 
0.2648145258426666, 0.15914782881736755, 0.8015492156031798, 1761166107422562017, 
0.28160563111305237, 0.1771247833967209, 0.8099191603949927, 1761166107534113242, 
0.2963946759700775, 0.192657008767128, 0.8167215497946053, 1761166107631699828, 
0.3099330961704254, 0.2073245495557785, 0.8219471236861635, 1761166107723338417, 
0.3262272775173187, 0.22487296164035797, 0.8285707400663719, 1761166107834408415, 
0.3411366045475006, 0.24098454415798187, 0.8314776797855469, 1761166107934435807, 
0.3555687665939331, 0.2565087080001831, 0.834550381539267, 1761166108032501428, 
0.36927321553230286, 0.27161839604377747, 0.8377270280925557, 1761166108125341585, 
0.38551345467567444, 0.2897861897945404, 0.8405511471362314, 1761166108235328784, 
