e, e_dot, e_int, stamp, 
0.7854102145583401, 8.27278172556132e-11, 0.07140303670810588, 1761165601169711921, 
0.785410420842185, 4.3234204894848683e-07, 0.15645260451473048, 1761165601328775080, 
0.7854104814365532, 6.343037883398973e-07, 0.2034579116767479, 1761165601428758553, 
0.784812448727768, -0.003923793462941065, 0.11839791301311538, 1761165601479559895, 
0.7837767830085733, -0.010684942246120321, 0.07992811428768942, 1761165601530621073, 
0.7821425320687319, -0.020391366105841396, 0.07132665227722892, 1761165601570586851, 
0.7770869322397607, -0.027696699690860537, 0.12478071208330753, 1761165601690391085, 
0.7710951264312952, -0.03643604153895782, 0.16241472213462657, 1761165601779675391, 
0.7693545600954939, -0.033997568877765026, 0.10751899588594624, 1761165601829572052, 
0.7627248213836791, -0.03350785856520006, 0.1158480885574861, 1761165601930573321, 
0.7534315822180868, -0.04418627343320325, 0.1827455804306385, 1761165602069446964, 
0.7481328023492196, -0.03833692149836872, 0.1879763763704739, 1761165602179626811, 
0.7428161213931574, -0.033762265451838046, 0.15720195949420848, 1761165602279574381, 
0.7369904709281473, -0.039060758356409646, 0.14183881548317273, 1761165602370617844, 
0.7305448698040197, -0.04311777236392064, 0.1397323107609055, 1761165602469226090, 
0.7266354242913527, -0.04301076622649066, 0.11703213537908451, 1761165602530631099, 
0.7222774393312545, -0.03590304299568552, 0.11649520076588768, 1761165602629580474, 
0.7149021984417756, -0.03222037953405734, 0.17246587334783778, 1761165602769744704, 
0.7133398695011887, -0.02800852754321996, 0.13613420303677043, 1761165602819489288, 
0.707461416079608, -0.028255564551312867, 0.11384094621057295, 1761165602929655872, 
0.7020168095618879, -0.02989185120153132, 0.18404137661960912, 1761165603079579463, 
0.6997456815862277, -0.026949348599157597, 0.14126408017814385, 1761165603130579178, 
0.6952425725365439, -0.024233338500538073, 0.14739619180285504, 1761165603290446181, 
0.691509223171247, -0.023473418598711483, 0.1726404602923831, 1761165603378804439, 
0.6889407579671518, -0.030915785320910924, 0.09632877185823255, 1761165603429670227, 
0.6846494024909557, -0.026980061503385427, 0.1320417951341911, 1761165603570623481, 
0.683811597821754, -0.012974690099786195, 0.16443069634641672, 1761165603669434817, 
0.6812056931139487, -0.017117396578340587, 0.10903733659223383, 1761165603730216263, 
0.6776229362381103, -0.022286335048056816, 0.14308852278914075, 1761165603879587130, 
0.6745858759948791, -0.018874039197528416, 0.16431895054838636, 1761165603972644381, 
0.6721066209723774, -0.017899272155557613, 0.14222377272761333, 1761165604090360269, 
0.6721036464827612, -0.007044702466652766, 0.10672421060069644, 1761165604131240202, 
0.6734704042225308, 0.004804638568216141, 0.09094747616492402, 1761165604225586042, 
0.6713950544489597, -0.001758422472152731, 0.13403655708658818, 1761165604330603529, 
0.6663874454206902, -0.01704910272740443, 0.17737229573091473, 1761165604490155896, 
0.6663275772610457, -0.01095463487959312, 0.1336365570642309, 1761165604530647267, 
0.6655640686431777, -0.0030651047559781303, 0.09287522162370704, 1761165604629588704, 
0.6624520909701143, -0.00992638261871136, 0.15954420828278118, 1761165604770642317, 
0.6626117224723943, -0.0063371132220905275, 0.12831192785478102, 1761165604822962758, 
0.6612505251665916, -0.0017892889298079858, 0.14169301496099435, 1761165604984646232, 
0.6612840131475415, -0.0025356172952790924, 0.13427680840791312, 1761165605025885048, 
0.6567101838836141, -0.015012900868041858, 0.09302024128915545, 1761165605125639774, 
0.6586359149971796, -0.011258236328419218, 0.17079519267273818, 1761165605285106829, 
0.6546458869308395, -0.010155368294131991, 0.166304788910088, 1761165605378896828, 
0.6536461000866571, -0.02075402617002595, 0.09473335113830676, 1761165605429596138, 
0.6527515787417049, -0.008701694382086787, 0.1247179669321177, 1761165605569690091, 
0.6478176718431896, -0.015621041322146798, 0.1706584444601506, 1761165605691581253, 
0.6482277848588103, -0.011944639914921173, 0.136546028638141, 1761165605779890578, 
0.647330779360952, -0.004467107170441235, 0.08940674945817371, 1761165605829598917, 
0.6454514448050473, -0.010486352969915881, 0.12281034757363533, 1761165605969704665, 
0.6433351539943047, -0.011510900856360952, 0.15509176550326637, 1761165606069912496, 
0.645348205886194, -0.0008698899640239647, 0.13472312753248564, 1761165606178671166, 
0.6451584918672212, 0.0049520602019474036, 0.10358306213131817, 1761165606230602568, 
0.6398113629016724, -0.019036637676272516, 0.09777614721125684, 1761165606330629772, 
0.6391543920473028, -0.020298294001803236, 0.12080414102988771, 1761165606418954450, 
0.6382899926767462, -0.004271783638850056, 0.15918136312232029, 1761165606579706657, 
0.6375704029235544, -0.00668060650403571, 0.13393744156483509, 1761165606628776498, 
0.6346697034363872, -0.011746918191879957, 0.12102807093445292, 1761165606769750359, 
