e, e_dot, e_int, stamp, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.8095760633656587, 0.0, -0.16191521267313172, 95768000000, 
-0.7907145127165661, 0.06287183549697521, -0.16065777596319225, 111850000000, 
-0.7994350320733635, 0.03380343764098385, -0.15998170721037255, 112054000000, 
-0.7596892060397333, 0.10341768892277596, -0.15665591672197754, 112258000000, 
-0.7713359213966196, 0.09366370225581326, -0.1553640106339811, 112462000000, 
-0.760858165583367, -0.003896531812112395, -0.152792219534648, 112666000000, 
-0.7541667725711119, 0.05723049608502562, -0.15242405730340655, 112836000000, 
-0.6308808852033928, 0.4332576012665808, -0.1430603882238581, 113040000000, 
-0.5950952789868611, 0.5302383119475026, -0.1320095291174244, 113244000000, 
-0.5474345158542374, 0.2781545644971846, -0.11822737866963277, 113448000000, 
-0.3941771534467859, 0.669727085133584, -0.10244712988585895, 113652000000, 
-0.3941771534467859, 0.510857874691505, -0.08905258818318727, 113652000000, 
-0.3731883259480971, 0.06996275832896266, -0.07743617552277793, 113856000000, 
-0.3731883259480971, 0.06996275832896266, -0.07603692035619866, 113856000000, 
-0.360517671796658, 0.04223551383813029, -0.07379295491285681, 114060000000, 
-0.360517671796658, 0.04223551383813029, -0.07294824463609421, 114060000000, 
-0.36795970583239773, -0.024806780119132437, -0.07259966996171424, 114264000000, 
-0.25261047569909584, 0.3596906536585405, -0.06540585688854343, 114434000000, 
-0.25261047569909584, 0.384497433777673, -0.05821204381537262, 114434000000, 
-0.21261881703311591, 0.13330552888659974, -0.04785598456208717, 114638000000, 
-0.21261881703311591, 0.13330552888659974, -0.04518987398435518, 114638000000, 
-0.19219490804405764, 0.06807969663019424, -0.0411621694740193, 114842000000, 
-0.19219490804405764, 0.06807969663019424, -0.03980057554141541, 114842000000, 
-0.19219490804405764, 0.0, -0.038438981608811526, 114842000000, 
-0.11078905149763452, 0.2713528551547438, -0.033011924505716654, 114978000000, 
-0.11078905149763452, 0.2713528551547438, -0.02758486740262178, 114978000000, 
-0.05473686657724608, 0.1868406164012948, -0.018420997971501006, 115250000000, 
-0.05473686657724608, 0.1868406164012948, -0.01468418564347511, 115250000000, 
-0.0850910484379821, -0.1011806062024534, -0.012970985439498284, 115454000000, 
-0.0850910484379821, -0.1011806062024534, -0.014994597563547351, 115454000000, 
-0.019685530210121094, 0.21801839409287002, -0.012657841805739018, 115658000000, 
-0.019685530210121094, 0.21801839409287002, -0.008297473923881618, 115658000000, 
-0.03731142355045547, -0.05875297780111458, -0.00511216559804651, 115862000000, 
-0.03731142355045547, -0.05875297780111458, -0.0062872251540688024, 115862000000, 
-0.02877572865398781, 0.028452316321558868, -0.006893238383659917, 116066000000, 
-0.02877572865398781, 0.028452316321558868, -0.006324192057228739, 116066000000, 
-0.02877572865398781, 0.0, -0.005755145730797562, 116066000000, 
-0.05850899385404529, -0.09911088400019159, -0.0077373634108013935, 116168000000, 
-0.05850899385404529, -0.09911088400019159, -0.009719581090805226, 116168000000, 
0.03510396218184442, 0.312043186786299, -0.005460935035083077, 116372000000, 
0.03510396218184442, 0.312043186786299, 0.000779928700642903, 116372000000, 
0.05016350390714541, 0.05019847241766998, 0.008024761884722283, 116576000000, 
0.05016350390714541, 0.05019847241766998, 0.009028731333075683, 116576000000, 
0.06355105080871204, 0.044625156338555426, 0.01092520390820019, 116780000000, 
0.06355105080871204, 0.044625156338555426, 0.011817707034971299, 116780000000, 
0.018133060265753786, -0.15139330180986085, 0.009682344125545191, 116984000000, 
0.21521800147467318, 0.5055565022198705, 0.0197934741699426, 117188000000, 
0.21521800147467318, 0.6569498040297314, 0.02990460421434001, 117188000000, 
0.2046299115588649, -0.035293633052694284, 0.04233772763388075, 117392000000, 
0.2046299115588649, -0.035293633052694284, 0.041631854972826864, 117392000000, 
0.190697689873635, -0.046440738950766315, 0.03999716753275765, 117596000000, 
0.190697689873635, -0.046440738950766315, 0.039068352753742326, 117596000000, 
0.18035545959769406, -0.03447410091980315, 0.037450055956330934, 117834000000, 
0.18035545959769406, -0.03447410091980315, 0.03676057393793487, 117834000000, 
0.3276816683797983, 0.4910873626070141, 0.04589283917167909, 118038000000, 
0.3276816683797983, 0.4910873626070141, 0.05571458642381937, 118038000000, 
0.35651929879599253, 0.0961254347206475, 0.0674588423703726, 118242000000, 
0.35651929879599253, 0.0961254347206475, 0.06938135106478556, 118242000000, 
0.23643265294535765, -0.4002888195021163, 0.06329808336915618, 118446000000, 
0.23643265294535765, -0.4002888195021163, 0.05529230697911385, 118446000000, 
0.24204225540988888, 0.018698674881770794, 0.04766050408670695, 118650000000, 
0.24204225540988888, 0.018698674881770794, 0.04803447758434236, 118650000000, 
0.33540893145465167, 0.3112222534825426, 0.05463289615162863, 118786000000, 
0.33540893145465167, 0.3112222534825426, 0.06085734122127948, 118786000000, 
0.3311188633605583, -0.014300226980311267, 0.06679578175132411, 118990000000, 
0.3311188633605583, -0.014300226980311267, 0.06650977721171789, 118990000000, 
0.3311188633605583, 0.0, 0.06622377267211166, 118990000000, 
0.26547115736285365, -0.21882568665901547, 0.061847258938931345, 119262000000, 
0.26547115736285365, -0.21882568665901547, 0.05747074520575104, 119262000000, 
0.26547115736285365, 0.0, 0.05309423147257073, 119262000000, 
0.33138887833672026, 0.21972573657955538, 0.057488746204161834, 119398000000, 
0.33138887833672026, 0.21972573657955538, 0.06188326093575294, 119398000000, 
0.332172899135855, 0.002613402663782516, 0.06633004372061971, 119568000000, 
0.332172899135855, 0.002613402663782516, 0.06638231177389535, 119568000000, 
0.3628106796974089, 0.10212593520517954, 0.0684770985312746, 119772000000, 
0.3628106796974089, 0.10212593520517954, 0.07051961723537818, 119772000000, 
0.32688412749358675, -0.11975517401274043, 0.07016703245922697, 119976000000, 
0.32688412749358675, -0.11975517401274043, 0.06777192897897216, 119976000000, 
0.32688412749358675, 0.0, 0.06537682549871734, 119976000000, 
0.24893576609088597, -0.2598278713423359, 0.06018026807187063, 120180000000, 
0.21326057453669534, -0.3787451765229714, 0.0526053645414112, 120384000000, 
0.21326057453669534, -0.11891730518063544, 0.045030461010951775, 120384000000, 
0.21326057453669534, 0.0, 0.04265211490733907, 120384000000, 
0.17722063786528564, -0.12013312223803234, 0.04024945246257842, 120588000000, 
0.1237679135040568, -0.2983088701087951, 0.03428327506040252, 120792000000, 
0.1237679135040568, -0.17817574787076276, 0.028317097658226615, 120792000000, 
0.1237679135040568, 0.0, 0.02475358270081136, 120792000000, 
0.1437959845316079, 0.06676023675850369, 0.026088787435981434, 120996000000, 
0.12059384418260533, -0.010580231071504928, 0.025877182814551335, 121200000000, 
0.12059384418260533, -0.07734046783000863, 0.025665578193121236, 121200000000, 
0.15362821269111304, 0.11011456169502572, 0.02632106007042158, 121370000000, 
0.09027510911403902, -0.10106245022855435, 0.024299811065850493, 121574000000, 
0.09027510911403902, -0.21117701192358007, 0.022278562061279407, 121574000000, 
0.060761769918102226, -0.09837779731978931, 0.016087465876412018, 121778000000, 
-0.029989557560110125, -0.4008822222471638, 0.00806982143146874, 122050000000, 
-0.029989557560110125, -0.3025044249273745, 5.2176986525465095e-05, 122050000000, 
0.017363420652058537, 0.15784326070722887, -0.0028410462978774474, 122254000000, 
0.017363420652058537, 0.15784326070722887, 0.00031581891626712987, 122254000000, 
