e, e_dot, e_int, stamp, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.5059726665451798, 0.0, 0.30119453330903595, 95768000000, 
1.506999600578541, 0.0034231134445376434, 0.3012629955779267, 111850000000, 
1.5052261898422388, -0.0024882556764701156, 0.30121323046439735, 112054000000, 
1.5032028636701713, -0.01265578969456597, 0.3010285769393967, 112258000000, 
1.4715312592494711, -0.11231643530922542, 0.2986640208507921, 112462000000, 
1.447415948968276, -0.18595638233965076, 0.2948100047925279, 112666000000, 
1.4218106340715695, -0.1657354172596722, 0.2893838561526211, 112836000000, 
1.3944081714733036, -0.1766925916499081, 0.2842423169675433, 113040000000, 
1.3700252919142055, -0.17261780719121322, 0.2790829398306052, 113244000000, 
1.3500966974169462, -0.14770491352119164, 0.27430201072029703, 113448000000, 
1.3265878347990807, -0.1447915237170827, 0.2697806549420155, 113652000000, 
1.3265878347990807, -0.07836287539288482, 0.2668848244676738, 113652000000, 
1.3061234784092353, -0.06821452129948484, 0.26395327653382644, 113856000000, 
1.3061234784092353, -0.06821452129948484, 0.2625889861078367, 113856000000, 
1.303476218341944, -0.008824200224304413, 0.261048211677361, 114060000000, 
1.303476218341944, -0.008824200224304413, 0.26087172767287486, 114060000000, 
1.2819186643154648, -0.07185851342159728, 0.2592580733999569, 114264000000, 
1.2515990421105752, -0.17292392077122928, 0.25579959498453225, 114434000000, 
1.2515990421105752, -0.10106540734963199, 0.2523411165691077, 114434000000, 
1.2361026818886973, -0.05165453407292612, 0.2492867177406565, 114638000000, 
1.2361026818886973, -0.05165453407292612, 0.24825362705919798, 114638000000, 
1.223401579193331, -0.04233700898455428, 0.24637379619804836, 114842000000, 
1.223401579193331, -0.04233700898455428, 0.24552705601835728, 114842000000, 
1.223401579193331, 0.0, 0.2446803158386662, 114842000000, 
1.2102093223389057, -0.04397418951475126, 0.2438008320483712, 114978000000, 
1.2102093223389057, -0.04397418951475126, 0.24292134825807615, 114978000000, 
1.197088059433409, -0.043737543018322146, 0.2411671136074147, 115250000000, 
1.197088059433409, -0.043737543018322146, 0.24029236274704827, 115250000000, 
1.1769523647300442, -0.0671189823445495, 0.2380752322397908, 115454000000, 
1.1769523647300442, -0.0671189823445495, 0.2367328525928998, 115454000000, 
1.1625361506575274, -0.04805404690838936, 0.23442939200784102, 115658000000, 
1.1625361506575274, -0.04805404690838936, 0.23346831106967325, 115658000000, 
1.1449770044657026, -0.05853048730608249, 0.23133662038538383, 115862000000, 
1.1449770044657026, -0.05853048730608249, 0.23016601063926215, 115862000000, 
1.1323407840034556, -0.04212073487415665, 0.22815298619565738, 116066000000, 
1.1323407840034556, -0.04212073487415665, 0.22731057149817427, 116066000000, 
1.1323407840034556, 0.0, 0.22646815680069113, 116066000000, 
1.1235158739374715, -0.02941636688661357, 0.22587982946295884, 116168000000, 
1.1235158739374715, -0.02941636688661357, 0.22529150212522658, 116168000000, 
