odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
1.0407367232739806, -0.9242696009961751, -0.7956501961088839, 0.03158260208135687, -0.031161128496946716, 1.0713039995152982, -0.8470262920346041, -0.7983697708352725, 89171000000, 
1.0466932670429616, -0.9303683159979735, -0.7978574571262167, 0.030533350819649058, -0.0026958257306009545, 1.073978977357384, -0.8516881358074773, -0.7945512880162892, 89443000000, 
1.0502809340131976, -0.9340485412618326, -0.7988131377352509, 0.030056519311554036, -0.006279416266924871, 1.0806329672242, -0.8591057406156745, -0.7934282106066584, 89613000000, 
1.053834223842884, -0.9377029601826171, -0.8001549327000307, 0.029966856876110327, -0.008264611263323304, 1.07968511386371, -0.8629183613376024, -0.8045609613737654, 89783000000, 
1.0587014901141998, -0.942725891795459, -0.802176812718285, 0.028864476784984244, -0.008393198223260517, 1.076665788356572, -0.8557806052360565, -0.8032300143095669, 90021000000, 
1.0620843136629052, -0.9462278351377061, -0.8023917709548779, 0.028450959023277825, 0.01810064689528144, 1.0872603358952329, -0.8766986875168383, -0.8041405235342606, 90191000000, 
1.0654414661924287, -0.9496957740583519, -0.8007815400050489, 0.028399822501470565, 0.007658956173904342, 1.088443969366499, -0.8684661196447203, -0.8003859113852722, 90361000000, 
1.0688633697490664, -0.9532236419361595, -0.8005349786523503, 0.02894983236941249, 0.0001456957525820682, 1.0986262942216538, -0.878246702414761, -0.7962695507972526, 90531000000, 
1.0733982659106944, -0.9578761537947585, -0.7955495952449221, 0.02699933782718268, 0.019164513453264056, 1.1027342434496636, -0.8761707927336652, -0.7955851801103946, 90769000000, 
1.078570428877847, -0.9631470148715532, -0.7951334801892118, 0.02663514370730969, -0.00520426169690763, 1.1043012333340554, -0.8872121780074037, -0.7924371771506027, 91041000000, 
1.0816952842165797, -0.9663378764743763, -0.7973380404774612, 0.026185035478377104, -0.014727338699506723, 1.1129572868517246, -0.8799788053970795, -0.7982035110019281, 91211000000, 
1.084795385781897, -0.9695219316406124, -0.8003414522612754, 0.026148210125478775, -0.018329405127879797, 1.1113161929872515, -0.8917167072483824, -0.8006789738671837, 91381000000, 
1.0890059880951697, -0.9738646828618772, -0.8028138659420909, 0.025330738277597645, -0.04566309480314983, 1.1102344701749483, -0.8942449209608268, -0.8050354500628822, 91619000000, 
1.0919611229163146, -0.9769378131990466, -0.8059344502358037, 0.024754288574180584, 0.01651803669885132, 1.1220581924416773, -0.8968543696587318, -0.8084871941791205, 91789000000, 
1.095435021010977, -0.9805581084772572, -0.8060074640023214, 0.02448590294616299, 0.01146398008026947, 1.1200199907170962, -0.9027152692296466, -0.8013497184416661, 91993000000, 
1.0977403517576958, -0.9829562522170269, -0.804412519924329, 0.024463129169054097, 0.013064785952150366, 1.1280875679644493, -0.9047392034017389, -0.8046444987273603, 92129000000, 
1.1022016708838476, -0.9875973162110052, -0.8054298843830916, 0.0233773128479777, 0.010180937243171397, 1.1260838431068436, -0.8963981234903974, -0.8014652662966586, 92401000000, 
1.1049282203956814, -0.9904342143175151, -0.8055368210830036, 0.0228862243899288, -0.014213506321833208, 1.1245942659065005, -0.9080638958962349, -0.8053529477222716, 92571000000, 
1.1086939926419515, -0.99436186102748, -0.8083328262328193, 0.023195776493147788, -0.03226601122771033, 1.1354768480694652, -0.9191546453716688, -0.8055405582966493, 92809000000, 
1.1119361105785863, -0.9977670700498521, -0.8096238007527392, 0.022876114142704688, 0.0014288159166860276, 1.136555945534698, -0.9185363262175421, -0.8115262698099812, 93013000000, 
1.115616472058271, -1.001624184151597, -0.8076377365873912, 0.021661899600687533, 0.00948287091886132, 1.1410855578559334, -0.9283345306326538, -0.8100614157736739, 93251000000, 
1.1166254125629864, -1.0026784667710469, -0.8070385225765734, 0.021454643501405607, 0.009958275569906935, 1.1416614975996584, -0.922775831650594, -0.8051482481784399, 93319000000, 
1.120629593307572, -1.0068485323859289, -0.8042389482522936, 0.02123410193315533, 0.010334081026751539, 1.1490790391968893, -0.9320741089606875, -0.8033706396963097, 93591000000, 
1.1230659952279494, -1.0093722397066296, -0.8026135095245859, 0.020671096893093162, 0.009264734087235127, 1.1498520840481128, -0.9296309049060466, -0.7996798971595228, 93761000000, 
1.126443171614898, -1.0128645789600432, -0.8016788583439128, 0.019914164889962192, 0.006909930205471448, 1.1516419418233474, -0.936434923346587, -0.7983254258040745, 93999000000, 
