x, y, theta, stamp, 
8.421456243468128e-08, -9.57691952407913e-08, -1.8564267419964242e-05, 1761164512916028613, 
8.421456243468128e-08, -9.57691952407913e-08, -1.8564265600946866e-05, 1761164512956130141, 
8.421456243468128e-08, -9.57691952407913e-08, -1.8571290646053885e-05, 1761164513007284193, 
0.0008993761148303747, -5.780170613434166e-05, 0.005769234934388138, 1761164513076281995, 
0.0034900906030088663, 8.726602391107008e-05, 0.01797545420410201, 1761164513116198996, 
0.008150560781359673, 0.0002798834757413715, 0.037840037367554966, 1761164513166056744, 
0.014562129974365234, 0.000721916847396642, 0.06170610889641932, 1761164513216034444, 
0.021481426432728767, 0.0013573559699580073, 0.09613944188570506, 1761164513267207887, 
0.029632393270730972, 0.0022393015678972006, 0.13366822864046485, 1761164513317116744, 
0.05266927555203438, 0.005926956422626972, 0.23475317889717962, 1761164513425943821, 
0.07056751102209091, 0.010673405602574348, 0.3119922142649794, 1761164513516092453, 
0.08979430794715881, 0.017479047179222107, 0.3964201076264212, 1761164513616299148, 
0.1085287407040596, 0.025909529998898506, 0.47553591860725736, 1761164513715667220, 
0.1293773651123047, 0.03765972703695297, 0.5500865605162171, 1761164513826318390, 
0.14605720341205597, 0.04841560870409012, 0.6014603561637711, 1761164513915979030, 
0.16361939907073975, 0.06113613024353981, 0.6497190627909597, 1761164514015656419, 
0.1806538999080658, 0.07477471977472305, 0.6882861327946838, 1761164514116619333, 
0.1985936313867569, 0.09051530063152313, 0.7231390734053804, 1761164514226201509, 
0.2130916267633438, 0.1041649580001831, 0.7483845652376986, 1761164514317370772, 
0.22871045768260956, 0.11934128403663635, 0.7694486513940462, 1761164514416339126, 
0.24415813386440277, 0.1347840279340744, 0.7876943706792423, 1761164514515678467, 
0.2607261538505554, 0.15222956240177155, 0.8052591780457284, 1761164514626107637, 
0.2743464708328247, 0.16681361198425293, 0.8141998125304971, 1761164514717127764, 
0.2891194522380829, 0.18294164538383484, 0.8236512729031302, 1761164514816164414, 
0.3038729727268219, 0.1990364044904709, 0.831052039610405, 1761164514916198622, 
0.3199082016944885, 0.21680210530757904, 0.834575534076222, 1761164515026074491, 
0.3332516849040985, 0.2311335951089859, 0.8377380383282528, 1761164515116009281, 
0.34721288084983826, 0.2466907799243927, 0.8412638092793733, 1761164515212010070, 
0.3625063896179199, 0.2635776996612549, 0.8446105971622189, 1761164515317364756, 
0.3785282373428345, 0.28166139125823975, 0.846420719484229, 1761164515425970108, 
0.3915098011493683, 0.2965020537376404, 0.847586955687726, 1761164515516020544, 
0.4055953025817871, 0.3119896650314331, 0.8502397205214584, 1761164515612026707, 
0.420118510723114, 0.32815971970558167, 0.8497008668683075, 1761164515712572343, 
0.4363711178302765, 0.3461323380470276, 0.8499522827794387, 1761164515822231040, 
0.4506317377090454, 0.36233723163604736, 0.8502697575560006, 1761164515920019131, 
0.4639737606048584, 0.3774452209472656, 0.8498402220187751, 1761164516011014734, 
0.478531152009964, 0.3937638998031616, 0.8504063497838891, 1761164516112611009, 
0.49446365237236023, 0.41159483790397644, 0.8503230472596738, 1761164516220978236, 
0.5091029405593872, 0.4280321002006531, 0.8509367583426795, 1761164516321026471, 
0.5218111872673035, 0.44310861825942993, 0.8513196216450113, 1761164516411192795, 
0.5366908311843872, 0.459593802690506, 0.8519759896196224, 1761164516512462952, 
0.5527348518371582, 0.477457195520401, 0.8520859523196015, 1761164516620894659, 
0.5670503377914429, 0.49361324310302734, 0.8516911901600352, 1761164516721031187, 
0.5802516341209412, 0.5084726810455322, 0.852248803248096, 1761164516810995011, 
0.5953704118728638, 0.5257638096809387, 0.8524109222680817, 1761164516918024655, 
0.6115910410881042, 0.5441299676895142, 0.852547192298066, 1761164517025984662, 
0.6245710253715515, 0.5587703585624695, 0.8532915839827458, 1761164517116034854, 
0.6390121579170227, 0.5749959945678711, 0.8532915839827458, 1761164517216022881, 
0.6529642343521118, 0.5909925699234009, 0.8555066250163953, 1761164517312516873, 
0.6694251894950867, 0.6097007393836975, 0.8560787327344062, 1761164517426344697, 
0.6825901865959167, 0.6244688034057617, 0.8569030842706771, 1761164517516171912, 
0.6971674561500549, 0.6410868167877197, 0.8570090751295285, 1761164517616052808, 
0.7110203504562378, 0.6569322347640991, 0.8574797077862797, 1761164517712342562, 
0.7274811267852783, 0.6756357550621033, 0.8587960096013911, 1761164517826282205, 
0.7405815720558167, 0.6903954148292542, 0.8583692816027243, 1761164517916047266, 
0.754966676235199, 0.7069210410118103, 0.8588589292118177, 1761164518016035272, 
0.7686991691589355, 0.7228040099143982, 0.858989704110079, 1761164518112065472, 
0.7853376865386963, 0.7417083382606506, 0.8602941512846313, 1761164518227353432, 
0.7980692386627197, 0.7567367553710938, 0.8602996974599656, 1761164518316052014, 
0.812321662902832, 0.7731034755706787, 0.862036014207867, 1761164518416011549, 
0.8264406323432922, 0.7891917824745178, 0.8646405293716235, 1761164518513026900, 
0.8397009968757629, 0.80466228723526, 0.8657206124687509, 1761164518606030529, 
0.8553496599197388, 0.8227481245994568, 0.8671605298521845, 1761164518716057634, 
0.8695360422134399, 0.8394473791122437, 0.868372038517883, 1761164518816020483, 
0.8833019733428955, 0.8552675843238831, 0.8695139747362904, 1761164518913039946, 
0.8964731693267822, 0.870678186416626, 0.8700705438811784, 1761164519006393356, 
0.9121360778808594, 0.8892081379890442, 0.8724628029736019, 1761164519116062976, 
0.9261192679405212, 0.9057327508926392, 0.8737995654779772, 1761164519216050996, 
0.9398790001869202, 0.922319769859314, 0.8770292790981562, 1761164519314036912, 
0.9525017142295837, 0.9376528263092041, 0.8785846946069056, 1761164519406126732, 
0.9678986072540283, 0.9561158418655396, 0.8825151750748759, 1761164519516110791, 
0.9816493391990662, 0.9732087254524231, 0.8841682049064152, 1761164519616030490, 
0.9953577518463135, 0.9897685647010803, 0.888342241689072, 1761164519714043262, 
1.0079342126846313, 1.0058649778366089, 0.8929015299438262, 1761164519806012336, 
