x, y, theta, stamp, 
-6.526994411615306e-07, 7.422186172334477e-07, -2.504500722182631e-06, 1761169153515883464, 
-6.526994411615306e-07, 7.422186172334477e-07, -2.521126416138867e-06, 1761169153565871566, 
-6.526994411615306e-07, 7.422186172334477e-07, -2.5334776023727807e-06, 1761169153616771739, 
-9.685220447863685e-07, 1.1013581797669758e-06, -6.297220330151036e-06, 1761169153665099769, 
0.0006729890592396259, -9.225182293448597e-05, 0.00443372606719747, 1761169153715602741, 
0.00498310849070549, 0.00010633025522110984, 0.019229725426353508, 1761169153774871714, 
0.010647146962583065, 0.0002102126309182495, 0.03658050972125111, 1761169153824787519, 
0.018035266548395157, 0.0005884499405510724, 0.05861871830003896, 1761169153874715616, 
0.03426339477300644, 0.001797037199139595, 0.11478000913494515, 1761169153964733700, 
0.05638812854886055, 0.005072352476418018, 0.18958041682083532, 1761169154064881101, 
0.07924212515354156, 0.010026413947343826, 0.2700155764863616, 1761169154174840732, 
0.09933629631996155, 0.01628437452018261, 0.3398006822186544, 1761169154274716735, 
0.116985984146595, 0.02306320331990719, 0.39894861630766854, 1761169154365775804, 
0.13691359758377075, 0.03216685354709625, 0.4552780696517817, 1761169154465177738, 
0.15900181233882904, 0.04349922761321068, 0.5132641074284175, 1761169154575220060, 
0.17797741293907166, 0.05488709360361099, 0.5480916724601717, 1761169154674767207, 
0.1944582611322403, 0.06554873287677765, 0.5750614960194217, 1761169154765767486, 
0.2122054249048233, 0.07785509526729584, 0.6091723266121364, 1761169154865378233, 
0.23150482773780823, 0.0922045111656189, 0.6477419001846348, 1761169154974830851, 
0.24852487444877625, 0.10567094385623932, 0.6830911922795609, 1761169155074984317, 
0.26300179958343506, 0.11836790293455124, 0.7140879323582802, 1761169155166752700, 
0.2788017690181732, 0.13297267258167267, 0.7491379671028527, 1761169155265537985, 
0.29634156823158264, 0.14981216192245483, 0.7656254923861331, 1761169155374852819, 
0.31176677346229553, 0.16500318050384521, 0.7736588989345996, 1761169155475735072, 
0.32579120993614197, 0.17936618626117706, 0.7852291917025299, 1761169155564763149, 
0.3423076570034027, 0.19643229246139526, 0.8034401188919355, 1761169155675826457, 
0.3540777564048767, 0.20907218754291534, 0.8152361599512995, 1761169155754806704, 
0.37170231342315674, 0.22868454456329346, 0.8392193336369572, 1761169155875919022, 
0.38455620408058167, 0.2437826544046402, 0.8569806267897857, 1761169155965038185, 
0.3983618915081024, 0.2606582045555115, 0.8776569912969125, 1761169156064778059, 
0.4141632318496704, 0.27956876158714294, 0.8796247872156703, 1761169156175197785, 
0.4275605082511902, 0.2958582937717438, 0.8768732209921907, 1761169156275749432, 
0.44048818945884705, 0.3110494911670685, 0.8789001627882765, 1761169156364774517, 
0.4543316066265106, 0.32784542441368103, 0.8789001627882765, 1761169156464805069, 
0.4698809087276459, 0.34651774168014526, 0.8788580281832573, 1761169156574779594, 
0.4842929542064667, 0.36326849460601807, 0.863897705903434, 1761169156675761875, 
0.4970585107803345, 0.3771699070930481, 0.8468154146380192, 1761169156765779944, 
0.5117895007133484, 0.3928103446960449, 0.838710601493538, 1761169156864858619, 
0.5283253192901611, 0.41032958030700684, 0.8312302270532999, 1761169156975486326, 
0.5431783199310303, 0.4263458847999573, 0.8252472690244073, 1761169157075765875, 
0.5571439266204834, 0.441606730222702, 0.823660879053547, 1761169157168989602, 
0.570941150188446, 0.455881804227829, 0.8116784539388846, 1761169157259650372, 
0.5877833962440491, 0.4722604751586914, 0.7884695063627761, 1761169157371216322, 
0.6031392812728882, 0.4871642291545868, 0.7772044240887378, 1761169157471714650, 
0.6188757419586182, 0.5019056797027588, 0.7664171979975863, 1761169157569421550, 
0.6336060166358948, 0.515455424785614, 0.7545836606167118, 1761169157661315363, 
0.6513686776161194, 0.5315475463867188, 0.7482484010920081, 1761169157771047769, 
0.6674571633338928, 0.5461025834083557, 0.7364235294473983, 1761169157871271931, 
0.6830486059188843, 0.5593219995498657, 0.7164256728845984, 1761169157966472481, 
0.6996666789054871, 0.573118269443512, 0.699695284718991, 1761169158065192589, 
0.7182946801185608, 0.5882817506790161, 0.6853227523167649, 1761169158174942440, 
0.7353607416152954, 0.6017023921012878, 0.6728538474975926, 1761169158275118298, 
0.7509344220161438, 0.6135749220848083, 0.6617516688892069, 1761169158365212760, 
0.7683314681053162, 0.6262192726135254, 0.6432122522267157, 1761169158465250671, 
0.7878559827804565, 0.6399996280670166, 0.620411155021653, 1761169158575367736, 
0.8057130575180054, 0.6520922183990479, 0.6065879185683836, 1761169158676832576, 
0.8220198154449463, 0.6629980206489563, 0.5945491461579427, 1761169158764920506, 
